benchmark,condition,model,task,status,points,total,reason,stage,tool_calls,hook_runs,router_preloaded,termination_reason,turn_status,source,verifier_replay
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/fix-ocaml-gc,invalid,,,RuntimeError,rick-saber-tbapi-gemini-20260913-r1-retry1,1,3,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-retry1/fix-ocaml-gc__Ue9GHSK/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/vulnerable-secret,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/vulnerable-secret__2GYxKuR/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/headless-terminal,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/headless-terminal__2LQfDE3/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/crack-7z-hash,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,6,17,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/crack-7z-hash__9xPM4YN/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/compile-compcert,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,0,,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/compile-compcert__xdu5fkC/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/nginx-request-logging,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,26,58,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/nginx-request-logging__RsSoDbu/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/protein-assembly,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-resume2,142,,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/protein-assembly__vKZNd5Q/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/feal-differential-cryptanalysis,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,20,42,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/feal-differential-cryptanalysis__q9xvA5Q/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/feal-differential-cryptanalysis__q9xvA5Q/verifier/repair-c53b7fd32efe/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/qemu-startup,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-retry1,48,102,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-retry1/qemu-startup__CwEhq5J/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/mailman,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,90,182,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/mailman__KuDu7FH/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/write-compressor,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,13,33,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/write-compressor__A4YJMia/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/write-compressor__A4YJMia/verifier/repair-09c3443d1505/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/distribution-search,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,23,48,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/distribution-search__DoYqTpn/result.json,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/distribution-search__DoYqTpn/verifier/repair-35d5899a68ef/completion.json
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/path-tracing,invalid,,,RuntimeError,rick-saber-tbapi-gemini-20260913-r1-resume2,0,1,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/path-tracing__CTncJNA/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/make-mips-interpreter,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,0,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/make-mips-interpreter__iiBSxYB/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/sparql-university,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,0,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/sparql-university__tKssyjA/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/log-summary-date-ranges,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/log-summary-date-ranges__6izSnrC/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/feal-linear-cryptanalysis,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,60,125,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/feal-linear-cryptanalysis__XdxzqCp/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/sam-cell-seg,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,20,46,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/sam-cell-seg__NuVUKa8/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/git-leak-recovery,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,9,24,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/git-leak-recovery__HJsGRk4/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/code-from-image,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,20,42,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/code-from-image__QpFmMJy/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/financial-document-processor,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,25,52,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/financial-document-processor__YPvNods/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/pypi-server,invalid,,,AgentTimeoutError,rick-saber-tbapi-gemini-20260913-r1-full,,1,True,,,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/pypi-server__vDKBjkU/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/pytorch-model-cli,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,15,37,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/pytorch-model-cli__dvTmpm7/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/mteb-leaderboard,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,37,79,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/mteb-leaderboard__tPUTgeJ/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/multi-source-data-merger,valid,1.0,1,,rick-saber-tbapi-gemini-20260913-r1-full,16,34,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-full/multi-source-data-merger__syUPSe5/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/gcode-to-text,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-retry1,74,153,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-retry1/gcode-to-text__4dY5fAu/result.json,
Terminal-Bench 2.1,skills,Gemini 3.8 Flash,terminal-bench/git-multibranch,valid,0.0,1,,rick-saber-tbapi-gemini-20260913-r1-resume2,8,22,True,,completed,/srv/benchmark/skills/results/terminal-api-foreign-20260913-r1/rick-saber-tbapi-gemini-20260913-r1-resume2/git-multibranch__9tYeWFm/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/openssl-selfsigned-cert,valid,1.0,1,,rick-saber-tbgptoss-20260913-r1-smoke,10,22,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-smoke/openssl-selfsigned-cert__wKvwMQS/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-smoke/openssl-selfsigned-cert__wKvwMQS/verifier/repair-feabac668d8e/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/fix-git,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-smoke,15,32,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-smoke/fix-git__nKjBJhV/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/largest-eigenval,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,9,20,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/largest-eigenval__8GYgMwH/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/compile-compcert,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,12,26,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/compile-compcert__qtnAWu8/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/sparql-university,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,1,4,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/sparql-university__a5JQVEh/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/make-mips-interpreter,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,2,6,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/make-mips-interpreter__EwFcJ9g/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/make-mips-interpreter__EwFcJ9g/verifier/repair-b89d53a27381/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/regex-log,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/regex-log__PvymDRL/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/configure-git-webserver,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/configure-git-webserver__Gkamx34/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/configure-git-webserver__Gkamx34/verifier/repair-44515a88d64d/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/bn-fit-modify,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/bn-fit-modify__LqaNL6V/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/bn-fit-modify__LqaNL6V/verifier/repair-f9065233618e/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/distribution-search,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,8,18,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/distribution-search__bdABxCh/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/sam-cell-seg,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,5,16,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/sam-cell-seg__ZWxHdhP/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/sam-cell-seg__ZWxHdhP/verifier/repair-652f31f2c802/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/qemu-startup,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,1,5,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/qemu-startup__Vs63Wmp/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/circuit-fibsqrt,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/circuit-fibsqrt__T5aQeSG/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/polyglot-c-py,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,4,10,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/polyglot-c-py__YPEV2y6/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/polyglot-c-py__YPEV2y6/verifier/repair-e33bfa360451/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/regex-chess,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/regex-chess__QZx8YZ6/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/tune-mjcf,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,4,10,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/tune-mjcf__rJn5cVE/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/constraints-scheduling,valid,1.0,1,,rick-saber-tbgptoss-20260913-r1-full,7,16,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/constraints-scheduling__4THtxa5/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/extract-moves-from-video,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/extract-moves-from-video__EtpfjSY/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/fix-code-vulnerability,invalid,,,AgentTimeoutError,rick-saber-tbgptoss-20260913-r1-retry1,38,,True,,,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-retry1/fix-code-vulnerability__xAsMESQ/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/mteb-leaderboard,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,9,20,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/mteb-leaderboard__tqUuj2j/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/reshard-c4-data,invalid,,,RuntimeError,rick-saber-tbgptoss-20260913-r1-resume2,0,1,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/reshard-c4-data__eDGqv84/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/log-summary-date-ranges,valid,1.0,1,,rick-saber-tbgptoss-20260913-r1-full,1,4,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/log-summary-date-ranges__C4K3JyA/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/break-filter-js-from-html,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,11,24,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/break-filter-js-from-html__QjgNJVY/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/llm-inference-batching-scheduler,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,12,29,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/llm-inference-batching-scheduler__pgWhqNa/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/llm-inference-batching-scheduler__pgWhqNa/verifier/repair-d2bb30ca4b8c/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/raman-fitting,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,8,18,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/raman-fitting__7KnCNHR/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/qemu-alpine-ssh,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,9,21,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/qemu-alpine-ssh__fieUK4T/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/headless-terminal,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,2,9,True,consecutive_safety_blocks,interrupted_by_harness,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/headless-terminal__ZRZNCYZ/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/custom-memory-heap-crash,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,6,15,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/custom-memory-heap-crash__nbkzATX/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/model-extraction-relu-logits,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/model-extraction-relu-logits__E6bUzNS/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/torch-pipeline-parallelism,invalid,,,AgentTimeoutError,rick-saber-tbgptoss-20260913-r1-retry1,6,13,True,,,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-retry1/torch-pipeline-parallelism__2Z7Fksc/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/hf-model-inference,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,1,5,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/hf-model-inference__USu88Py/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/portfolio-optimization,valid,1.0,1,,rick-saber-tbgptoss-20260913-r1-full,16,34,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/portfolio-optimization__78S6Yep/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/adaptive-rejection-sampler,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,9,20,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/adaptive-rejection-sampler__VrK8CWB/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/adaptive-rejection-sampler__VrK8CWB/verifier/repair-192d4da4fb0d/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/filter-js-from-html,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,1,4,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/filter-js-from-html__rawaYKE/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/multi-source-data-merger,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,6,14,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/multi-source-data-merger__dT63Vix/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/query-optimize,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,1,4,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/query-optimize__76HyUiZ/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/financial-document-processor,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,1,4,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/financial-document-processor__yC6gsZ5/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/build-cython-ext,invalid,,,AgentTimeoutError,rick-saber-tbgptoss-20260913-r1-resume2,27,55,True,,,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/build-cython-ext__jpiQJbq/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/mteb-retrieve,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,1,4,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/mteb-retrieve__wXAyqPF/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/merge-diff-arc-agi-task,invalid,,,AgentTimeoutError,rick-saber-tbgptoss-20260913-r1-resume2,18,,True,,,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/merge-diff-arc-agi-task__ykzqrMJ/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/git-leak-recovery,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/git-leak-recovery__WqppUxq/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/rstan-to-pystan,invalid,,,AgentTimeoutError,rick-saber-tbgptoss-20260913-r1-resume2,15,,True,,,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/rstan-to-pystan__k7ySgqh/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/mailman,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/mailman__5ust6RS/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/path-tracing-reverse,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-full,0,2,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-full/path-tracing-reverse__u5xWwME/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/dna-assembly,valid,0.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,7,16,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/dna-assembly__S9Re6Mn/result.json,
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/modernize-scientific-stack,valid,1.0,1,,rick-saber-tbgptoss-20260913-r1-resume2,6,14,True,,completed,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/modernize-scientific-stack__NxXbiX6/result.json,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-resume2/modernize-scientific-stack__NxXbiX6/verifier/repair-95fb45958d88/completion.json
Terminal-Bench 2.1,skills,gpt-oss-120B（本机 GPU）,terminal-bench/large-scale-text-editing,invalid,,,AgentTimeoutError,rick-saber-tbgptoss-20260913-r1-wsrepair1-smoke,22,,True,,,/srv/benchmark/skills/results/terminal-gptoss-skills-20260913-r1/rick-saber-tbgptoss-20260913-r1-wsrepair1-smoke/large-scale-text-editing__gxgTrcP/result.json,
