batch,model,condition,task,scored,reward,error_type,source
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/music-harmony,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/music-harmony__CB7rYVa/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/ks-solver-cpp,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/ks-solver-cpp__dpf7MyR/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/bun-sourcemap-leak,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/bun-sourcemap-leak__h8bjwoZ/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/batched-eval-parity,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/batched-eval-parity__pmywi58/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/satb-audio-transcription,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/satb-audio-transcription__JXjKouZ/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/distributed-dedup,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/distributed-dedup__H6ELZYT/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/live-database-cutover,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/live-database-cutover__endCMoV/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/ctr-optimization,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/ctr-optimization__KqKvoTY/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/wdm-design,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/wdm-design__rbngcUm/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/nextjs-performance,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/nextjs-performance__4aowJcy/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/production-planning,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/production-planning__CwXP77F/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/data-anonymization,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/data-anonymization__8Sfg8rj/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/protein-autointerp-disulfide,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/protein-autointerp-disulfide__B2CLg5s/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/sound-change-cascade,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/sound-change-cascade__Rvz9GX2/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/roy-polymorph-cn,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/roy-polymorph-cn__YBTQu9u/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/layout-config-recreation2,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/layout-config-recreation2__fHAiuFT/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/coq-block-bound,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/coq-block-bound__y9zZriN/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/mp-checkpoint-consolidation,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/mp-checkpoint-consolidation__AMaMapt/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/embedding-drift-monitor,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/embedding-drift-monitor__9eM6Vgw/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/fin-saccr-rwa,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/fin-saccr-rwa__MEU7tLR/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/session-window-debug,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/session-window-debug__s4XooQJ/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/cumulative-layout-shift,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/cumulative-layout-shift__U4HA5pF/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/risk-scorer-replay,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/ri[REDACTED_CREDENTIAL]/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/biped-contact-dynamics,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/biped-contact-dynamics__gcZim7H/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/sound-change-cascade,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/sound-change-cascade__NXZXxMA/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/formal-crypto,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/formal-crypto__cLBp83R/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/ctr-optimization,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/ctr-optimization__TJrLUbY/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/interleaved-vigenere,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/interleaved-vigenere__hCxS7b9/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/mvcc-lsm-compaction,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/mvcc-lsm-compaction__Umq6Ex8/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/coq-block-bound,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/coq-block-bound__brjvgcP/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/freight-dispatch-shift,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/freight-dispatch-shift__kMrYoS2/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/legacy-utility-triage,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/legacy-utility-triage__Xoita7D/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,baseline,terminal-bench/glycan-ms2-elucidation,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/glycan-ms2-elucidation__9AVNEgr/result.json
rick-saber-terminal-62-mistral-20260910-r2,mistralai/Mistral-Small-4-119B-2603,skills,terminal-bench/html-js-filter,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-62-mistral-20260910-r2/html-js-filter__XovvuPE/result.json
rick-saber-terminal-cert-full-20260908-r1,OpenAI-Mirror/gpt-oss-120b,skills,terminal-bench/openssl-selfsigned-cert,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-cert-full-20260908-r1/openssl-selfsigned-cert__nnkt7Yd/result.json
rick-saber-terminal-cert-oracle-20260908-r1,oracle/未标注,oracle/其他,terminal-bench/openssl-selfsigned-cert,True,1.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-cert-oracle-20260908-r1/openssl-selfsigned-cert__K9ebGMT/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/uefi-bootkit,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/uefi-bootkit__a5qvRhC/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/uefi-bootkit,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/uefi-bootkit__ML5Gvjo/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/takens-embedding-lean,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/takens-embedding-lean__SardLEQ/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/nextjs-performance,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/nextjs-performance__GthzfZk/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/cargo-flight-dispatch,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/cargo-flight-dispatch__M6SPFjU/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/live-database-cutover,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/live-database-cutover__2v5khux/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/wal-recovery-ordering,True,0.0,,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/wal-recovery-ordering__BxYZ6nv/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/roy-polymorph-cn,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/roy-polymorph-cn__Zs7VriB/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/legacy-utility-triage,False,,CalledProcessError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/legacy-utility-triage__zt4xdX8/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/cumulative-layout-shift,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/cumulative-layout-shift__DCEG9oe/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/satb-audio-transcription,False,,CancelledError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/satb-audio-transcription__iLJUjac/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/retro-console-soc,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/retro-console-soc__7tPbsAE/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/vba-userform-port,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/vba-userform-port__dhbg9Vt/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/layout-config-recreation,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/layout-config-recreation__jrLnpNo/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/atrx-vep-crispr,False,,CancelledError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/atrx-vep-crispr__kQP3zGT/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/freecad-spring-clip,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/freecad-spring-clip__2st782n/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/satb-audio-transcription,False,,CancelledError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/satb-audio-transcription__hSg8bNG/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/heat-pump-warranty,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/heat-pump-warranty__F9ufyyS/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/wdm-design,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/wdm-design__AruTAvX/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/payments-pipeline-fix,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/payments-pipeline-fix__Yf2LgEz/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/ks-solver-cpp,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/ks-solver-cpp__AsQHD7X/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/gsea-proteomics,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/gsea-proteomics__Nge9zGV/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/embedding-drift-monitor,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/embedding-drift-monitor__SyMpV4a/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/biped-contact-dynamics,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/biped-contact-dynamics__fbXEma8/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/layout-config-recreation2,False,,CalledProcessError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/layout-config-recreation2__yaMteUp/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/lake-temp-glm,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/lake-temp-glm__dhEvgei/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/photonic-waveguide-routing,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/photonic-waveguide-routing__wxHkuaN/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/freecad-impeller,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/freecad-impeller__NGm78Kd/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/vpp-loss-divergence,False,,CalledProcessError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/vpp-loss-divergence__4qMkSTF/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/ontology-kg-querying,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/ontology-kg-querying__Gd7wyoR/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/data-anonymization,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/data-anonymization__Ha9QEqu/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/freecad-spring-clip,False,,CalledProcessError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/freecad-spring-clip__PLbDWMJ/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/gsea-proteomics,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/gsea-proteomics__VNKfyEY/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/shadow-relay,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/shadow-relay__SLUY826/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/interleaved-vigenere,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/interleaved-vigenere__Dqn7zcQ/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/cumulative-layout-shift,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/cumulative-layout-shift__ZRwtQC2/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/sound-change-cascade,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/sound-change-cascade__UjdzkFp/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/mp-checkpoint-consolidation,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/mp-checkpoint-consolidation__g38kzWE/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/freight-dispatch-shift,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/freight-dispatch-shift__kJGezJV/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/roy-polymorph-cn,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/roy-polymorph-cn__xUPWdxt/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/batched-eval-parity,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/batched-eval-parity__A54qPQc/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/ontology-kg-querying,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/ontology-kg-querying__CStRxRX/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/session-window-debug,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/session-window-debug__8TXyfWn/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/freight-dispatch-shift,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/freight-dispatch-shift__n4DXQ89/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/biped-contact-dynamics,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/biped-contact-dynamics__wYVmqWW/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/vpp-loss-divergence,False,,CalledProcessError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/vpp-loss-divergence__2sMuKQh/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/legacy-utility-triage,False,,CalledProcessError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/legacy-utility-triage__6qP6UtW/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/retro-console-soc,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/retro-console-soc__gzqzw8g/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/data-anonymization,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/data-anonymization__MdgjRvq/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/atrx-vep-crispr,False,,CancelledError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/atrx-vep-crispr__mufncVz/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/mvcc-lsm-compaction,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/mvcc-lsm-compaction__vfK5Xxm/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/layout-config-recreation2,False,,CalledProcessError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/layout-config-recreation2__peHhQq5/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/react-lead-form,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/react-lead-form__viHrgFt/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/foodstuff-beta-activity,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/foodstuff-beta-activity__fW6zVC2/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/heat-pump-warranty,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/heat-pump-warranty__B2dfzhV/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/takens-embedding-lean,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/takens-embedding-lean__ViSTxGM/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/fin-saccr-rwa,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/fin-saccr-rwa__zmoh2JG/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/photonic-waveguide-routing,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/photonic-waveguide-routing__XEnTXgX/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/ctr-optimization,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/ctr-optimization__YQqU5yB/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/vba-userform-port,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/vba-userform-port__F83cv9r/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/layout-config-recreation,False,,CalledProcessError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/layout-config-recreation__dz5NJPM/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/react-lead-form,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/react-lead-form__AMWt9PQ/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/vllm-deepseek-streaming,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/vllm-deepseek-streaming__RAjTRhT/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,skills,terminal-bench/ctr-optimization,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/ctr-optimization__33YruxP/result.json
rick-saber-terminal-formal-glm-20260910-r2,ZhipuAI/GLM-4.7-Flash,baseline,terminal-bench/session-window-debug,False,,RuntimeError,/srv/benchmark/skills/results/terminal-bench/rick-saber-terminal-formal-glm-20260910-r2/session-window-debug__FPLoKCq/result.json
